MinTemp,MaxTemp,Rainfall,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainTomorrow
22.5,41.2,0,61,15,41,28,32,1007.5,1007.2,27.4,31.3,No
17.4,21.8,3.8,61,26,20,79,65,1006,1005.3,18.7,19.1,Yes
11.8,17.6,0,35,13,15,67,61,1030.5,1027.8,14.7,16.4,Yes
21.2,26,0,52,28,31,79,80,1016.9,1014.6,23.7,23.5,No
14,21.7,0,35,7,20,67,45,1017.5,1016.3,17.8,21.2,No
3.2,21.1,2.8,30,7,17,95,45,1020.9,1019.6,11.3,20.6,No
19.3,31.4,0,43,17,24,64,63,1016.8,1014.2,25.5,29.9,No
12.1,29.3,0,37,11,15,34,59,1011.3,1010.6,25.3,23.8,Yes
13.2,34.8,0,39,15,20,61,27,1020.8,1017.2,18.6,32.9,No
14.9,26,0,43,15,19,61,84,1006.1,1009.3,24.6,19.6,Yes
14.4,26.1,3.4,54,15,9,72,75,1014.8,1011.6,19.8,19.8,Yes
18.5,37.7,0,30,13,19,30,15,1017.5,1015.6,25.8,35.7,No
21.4,25,0,44,6,13,91,84,1013.3,1009.6,22.5,24.5,No
14.5,24,0,54,11,31,57,53,1019.9,1020.2,17.3,20.4,No
18.7,39.2,0,56,0,24,23,12,1015,1011.4,31.6,37.7,No
17.8,31.1,0,43,22,31,47,39,1016.6,1013.7,23.2,28.6,No
19.2,26.4,20.2,33,19,24,93,65,1020.2,1019,21.3,25.7,Yes
21.3,36.8,0,33,24,9,54,26,1013.6,1009.1,25.4,34.6,No
22.8,24.7,0.4,37,7,19,87,75,1012.4,1014.1,22.8,23.4,Yes
19.4,28.7,0,35,15,26,61,68,1017.9,1013.9,25.6,24.3,No
8.7,27,0,28,17,17,77,20,1019.5,1018.6,14.4,24.7,No
13,35.3,0,52,31,33,30,15,1010.2,1005.8,24.2,34,No
11.3,19.4,11,33,6,15,93,66,1016.9,1016.3,13.2,17.3,Yes
4.8,24.4,0,26,0,9,63,26,1021.4,1017.1,11.7,23.9,No
9.3,14,0,30,0,7,91,70,1025.1,1024.3,10.9,13.7,No
9.1,15.8,0.6,41,15,19,91,88,1018,1015.5,11.5,12.7,Yes
8.7,14.9,2.8,41,20,20,83,65,1022.4,1022.3,11.5,13.3,No
9,19.4,0.2,24,0,13,80,45,1020.8,1016.2,11.8,18.7,Yes
5,15.2,0,67,20,28,62,37,1014.1,1011,10.8,14.7,No
1.7,15.1,0,15,0,7,84,60,1035.2,1032,6.6,13.9,No
13.6,16.1,4,20,11,9,85,73,1018,1018.4,14.9,15.6,Yes
21,39.7,0,33,19,11,25,9,1011.2,1007.8,26.8,37.3,No
12.1,25.1,0,28,17,9,49,30,1022.4,1018.1,18.3,24.2,No
19.1,35.4,0,39,24,22,51,25,1015.9,1012.1,24.8,33.5,No
12.7,16.2,65,78,22,43,92,84,1016.5,1017.8,13.5,14.1,Yes
11.6,29,0,28,6,17,46,23,1022.9,1020.1,19.4,27.5,No
24.7,34.4,0,76,31,39,47,78,1001.1,1001.1,31.8,25.8,No
9.1,13.6,3.2,50,20,39,64,54,1022.8,1020.4,11,13.4,No
15.6,33.2,0,39,20,20,55,14,1018.5,1016,21.8,31.8,No
5.7,17.2,1.2,33,2,13,98,69,1018.6,1016.1,9,16.3,No
1.6,17.1,0,39,28,24,57,26,1022.9,1019.8,10.5,16.9,No
16.4,31.3,0,28,17,15,53,27,1013,1009.1,21.8,30.5,No
10.8,25.4,0,46,2,22,73,35,1005.6,1004.4,16.7,24.8,No
4.4,17.6,0,20,13,11,94,51,1030.2,1027,7.7,17,No
5.9,15.7,0,37,22,13,54,37,1012.3,1014.1,10.4,15.2,No
16.9,29.4,0,46,17,11,56,54,1008.1,1004.9,22.8,28,Yes
12.7,35.1,0,44,7,26,57,21,1020.7,1016.3,22.1,34.3,No
15.5,21.8,10.4,39,7,20,97,75,1005.1,1003.2,15.9,21,Yes
18.7,25.6,4,39,11,24,92,63,1015.3,1013.1,20.3,24.8,Yes
0.6,15.8,0.2,22,2,9,79,39,1021.6,1016.2,7,15.5,No
10.3,22.9,0,76,31,33,65,78,999.2,997.7,16.6,16.3,Yes
3.7,15.5,0,48,22,28,61,76,1026.4,1028.3,13.6,13.8,No
10.4,23.8,0,30,13,13,69,45,1018.5,1012.8,14.9,23.5,Yes
5.6,18.4,4.2,31,7,19,69,47,1024.2,1021.5,10.8,17,No
12.2,20.8,0.6,50,26,31,43,40,1016.7,1016,16.6,17.5,No
18.2,26,0.2,44,17,13,59,68,1003.2,1001.7,19.8,19.3,Yes
3.5,15.1,0.4,35,4,22,93,58,1029.1,1027.9,4.7,14.5,No
9.2,16.1,6.2,43,13,28,98,71,1014.9,1014,12.2,14.4,Yes
1.1,17.1,0,33,17,7,62,39,1025.4,1024.6,9.4,16.2,No
16.6,32,0,41,7,24,42,25,1015.8,1011.7,25.5,31.9,No
11.6,22.4,0,43,20,35,65,72,1016,1011.1,17.7,18.5,No
5.8,22.1,0,28,7,13,67,46,1023.5,1021.8,15.6,21.4,No
10.3,24.6,0,50,15,30,78,39,1013,1008.8,14.7,23.1,No
18.4,23.3,0,54,31,30,76,76,1017.9,1016.6,22.1,21.5,Yes
21,27.8,0.2,41,9,35,83,57,1020.7,1019.5,22.8,26.3,No
14,26,0,31,7,13,66,26,1012.2,1010.7,18.2,24.4,No
23.8,34.9,0.4,67,17,13,38,36,1007.7,1007.7,29,32,Yes
18.6,27.8,2.4,26,4,13,80,51,1021.2,1017.8,21.9,27,No
21.7,29.8,0,41,19,26,65,54,1020.2,1016.6,24.2,27.3,No
21.7,38.6,0,35,9,7,33,17,1008,1004.1,31.8,37.7,No
5.3,18.8,0,43,24,19,61,29,1022.9,1017.7,9.2,17.6,No
14.8,25.4,2.6,31,13,26,64,54,1024.6,1021.1,20.1,23.3,No
14.2,26.4,1.4,33,15,11,69,33,1008.6,1006.2,15,23.9,No
5.4,15.1,0,22,6,15,95,58,1035.5,1034,10,14.2,No
19.3,25,41.8,35,9,13,99,93,1020.4,1018.2,20.2,22.5,Yes
8.3,20.9,0,33,19,15,48,41,1018.7,1016.9,11.7,17.2,No
3.5,17.5,0,56,13,24,54,90,1005.7,1000.1,10.8,15.2,No
17.6,38.7,0,28,6,17,65,33,1009.2,1008.1,25,34,No
21.4,26.9,0.8,57,31,31,76,71,1014.5,1012.8,24.2,24.9,No
5.5,24.8,0,39,13,31,42,34,1021.8,1018.7,17.2,23,No
20,32.4,29,52,15,26,70,47,1014.6,1010.7,25.6,31.3,No
11.6,20.4,1.4,26,0,13,90,68,1014.3,1014.6,14.5,20.1,No
19.9,26.1,6.2,43,4,19,96,74,1011.3,1009.2,21.4,25.2,Yes
10,27.8,0,76,19,44,53,41,1010.1,1003.3,16.6,21.8,No
4,15.7,14.4,39,0,19,99,55,1029.8,1030.1,7.4,14.5,No
14.4,28.1,0,30,0,19,81,46,1017.5,1012.8,20.8,27.5,No
5.6,11.5,8.6,61,17,22,85,58,1025.8,1027.5,7.7,10.8,No
11.7,29,0,35,19,13,29,8,1015.5,1012.9,17.6,27.6,No
6.9,15.7,0,37,17,22,77,54,1028.4,1027.2,11.5,14.5,No
14.8,23.4,0,43,9,28,67,54,1022.4,1018.6,18.8,21.9,No
10.1,22.9,0,24,6,9,60,41,1018.7,1016.2,17.2,22.4,No
6,18.2,4.2,17,7,7,87,44,1026.4,1025,10.7,17.5,No
8.4,24.5,0,28,9,7,60,30,1026.8,1022.1,15.4,23.3,No
11.6,17.6,0,54,24,28,67,69,1027,1025.9,15.3,16.4,No
5.6,23.1,0,57,6,20,75,42,1017.4,1008.8,15.4,22.7,No
16.8,20.4,1.2,33,9,15,85,79,1007.8,1006.3,17.1,19.4,Yes
21.8,29.8,0,31,7,15,69,60,1012.4,1009.7,26.4,28.8,No
22.5,39.8,0,33,13,9,16,8,1010.7,1007.9,32.1,38,No
9.3,20.3,0.8,39,15,22,63,48,1032.8,1029.7,17.3,19.1,No
18,22.7,34.4,61,28,26,89,79,1016.9,1017.6,18.6,20.8,No
19.6,22.6,15,50,15,24,95,97,1014.4,1011.6,20.9,21.1,Yes
23.6,27.7,0.4,41,20,30,90,63,1015.1,1012.4,24.3,26.9,Yes
21.9,23.4,0.2,48,20,22,97,96,1011.1,1010.4,22.2,23,Yes
18.8,29.3,0,35,7,11,86,64,1012.5,1010.8,22.2,27.3,No
6.4,16.7,0,26,7,9,68,56,1022.5,1020.8,11.9,15.6,No
15,26.9,3.6,43,9,17,83,27,1012.9,1012.1,16.2,25.3,No
5.8,20.2,0,31,11,4,56,37,1025.4,1021.8,13,19,No
17.1,36.5,0,46,15,15,21,13,1012.5,1009.3,24.8,34.1,No
18,35.1,0,46,22,13,19,22,1004.3,1006.1,32.4,33.4,No
19.5,35.5,0,37,0,15,75,36,1016.3,1010.4,25,34,No
5.8,15.7,2.6,35,15,19,88,66,1019.4,1018.4,11.6,14.1,No
18.2,35,0,44,9,11,34,18,1008,1005.5,26.4,32.5,No
2.1,14.8,0.4,13,0,6,99,50,1029.5,1026.6,4.1,14.6,No
16,34.9,0,26,13,7,40,16,1024.7,1020.8,24.4,33.8,No
9.3,17.9,0.2,33,6,19,83,50,1020.9,1019.3,11.9,17.5,No
17.7,29,0,46,11,35,38,49,1021,1017.3,25.4,26.3,No
1.2,10.5,0.8,35,19,17,80,71,1025.6,1024.1,6.4,9.1,No
23.8,33.6,2.2,52,15,17,87,56,1011.7,1008.5,26.9,33.5,Yes
15.4,24.7,0,37,15,19,60,45,1010.3,1009.6,21.6,23.8,No
13.8,20.9,0.6,37,15,24,93,61,1015.3,1015.9,16.5,19.4,No
19.7,26,0,33,19,19,67,62,1008.4,1006.8,23.3,24.6,No
17.5,32.4,2.6,37,17,9,37,20,1026.9,1022.8,23.5,30.5,Yes
4.7,23.3,0,35,9,15,62,33,1027.2,1023.5,13.2,20.9,No
6.7,19.5,0,50,20,17,50,30,1015.5,1013.3,11.2,18.7,No
9.8,17.8,2.8,44,20,19,57,32,1019,1018.5,13.1,16.9,No
16,28.3,0,37,19,22,66,52,1019.6,1016.5,19.8,24.9,No
12.1,20.9,1,31,9,20,96,54,1022.3,1021.5,13.5,20.3,No
8.5,14.7,0.4,41,13,20,89,66,1023,1021.3,11.6,13.7,Yes
10,18,0,31,11,19,68,60,1030.7,1028.4,13.7,16,No
5.2,24.8,0,43,15,30,53,18,1019.1,1015.8,14.2,23.4,No
16.3,24.4,0,39,20,28,87,53,1016.4,1013.8,17.1,22.2,No
17.5,26.8,0,31,13,22,63,59,1017.3,1013.3,23.1,25.6,No
8.4,27.1,0,50,33,13,61,28,1023.8,1021.2,18.3,26.4,No
5.9,14.5,0.6,63,20,24,71,41,1013.2,1009.4,7.5,13.3,No
13.2,20.8,0.8,52,20,28,77,75,1017.2,1017.6,17,17.4,No
21.1,37.1,0,46,6,19,80,27,1013.5,1009.1,24,36.4,No
13.4,23.2,0.2,31,13,20,73,62,1018.8,1015.4,18.5,21.9,No
9.4,18.5,0,61,28,35,51,70,1012,1010.9,14.5,15.9,No
17.1,31.8,0,39,22,6,60,37,1012.5,1008.9,23.9,30.5,Yes
6.8,24,0,37,4,15,58,26,1022.6,1019.5,14.9,22.7,No
9.4,20.8,0,52,7,26,80,40,1002.8,1002.5,14.6,20,No
10.4,29.1,0,33,0,17,61,35,1023.1,1017.7,15.1,27.4,No
13.4,27.5,0,31,11,11,20,15,1016.6,1012.5,22.3,27.4,No
16.3,31.2,1,28,4,15,41,32,1013.9,1012.2,23.2,28.9,No
13.8,19.8,0.6,46,24,17,79,74,1016.1,1011.3,16.1,18.7,Yes
16.4,31.3,0,43,13,20,54,36,1021.9,1018.3,21.5,29.8,No
18.6,26.1,0,37,13,28,46,51,1021.5,1017.1,24.5,24.2,No
8.4,17.6,0,39,17,24,70,51,1019.9,1018.2,10.8,16.1,No
18.7,25.2,0,52,13,28,57,55,1017.4,1014.1,23.6,23,No
4,15.6,0,30,0,11,96,96,1030,1028.4,10.8,12.7,Yes
16.1,21.9,0.2,43,22,26,62,62,1026.6,1025.6,20.4,20.4,No
5.9,18.6,0,24,4,11,100,62,1028.7,1023.8,11.1,17.8,No
9.7,14.9,18.8,69,11,24,88,83,1020.8,1020.5,10.1,13.9,Yes
7.5,20.8,0.8,30,15,9,83,66,1004.2,998.3,14.6,19,No
5.1,16.4,3.8,46,22,28,60,41,1024.2,1023,10.7,14.6,No
10.3,27.8,0,22,4,9,75,48,1032.8,1028.1,15.5,26.1,No
0.9,17,0,22,6,11,77,45,1022.8,1020.3,7.5,15.4,No
-3.1,9.1,0.2,35,0,24,69,49,1020.6,1017.8,2.2,7.9,No
6.1,20.4,0,35,11,17,70,37,1024.6,1022.8,12,20.2,No
13.4,18.8,10.2,50,31,20,100,97,1005.1,1005.8,16.6,17.1,Yes
6.8,30.3,0,31,4,20,54,21,1021,1016.1,18.2,29,No
8.2,21.2,0,93,41,41,57,48,1022,1014.6,14.5,18.9,No
12.9,27.4,0,31,15,20,76,51,1019.9,1016.7,17.8,24.3,No
20,30.4,0,43,19,19,48,38,1016.2,1012.5,23.4,30.1,No
10.3,15.1,0.2,15,2,7,86,70,1029.1,1026.6,11.8,14.5,Yes
7.4,23.7,0,33,6,17,65,40,1013.3,1011,16.8,21.7,No
21.7,25.5,0,46,17,30,79,67,1008.7,1008.3,24.6,22.5,No
8.7,22.4,0,26,11,7,59,32,1036.7,1031.8,14.1,21.3,No
9.8,13.6,8.8,44,13,22,85,82,1009.5,1010.2,11.4,11.9,Yes
21.6,28,15.4,54,20,35,93,66,1017.1,1014.3,22.2,26.6,Yes
14.3,23.4,0,41,28,19,48,31,1010.3,1008.4,18,20.9,No
8.8,25,0,43,22,20,36,24,1020.1,1016.8,16.7,24,No
20.7,33.1,0,46,11,24,36,46,1001.4,998.8,26.9,29.4,No
19.8,24.4,21.8,54,9,13,92,83,1012.5,1011.5,21.2,21.5,Yes
13.3,26.9,0,50,24,28,54,35,1020.6,1018.6,17.2,25,No
12.1,22.3,5.8,35,19,11,67,53,1012,1010.4,15.5,20.4,No
10.2,19.6,0,54,28,33,98,40,1018.9,1018,10.7,18.4,No
26.4,33.6,0,31,7,19,65,57,1012.9,1008.3,30.4,32.5,No
20.9,28.8,32.6,30,9,11,74,70,1011,1009.3,25.9,26.5,Yes
9.8,23.9,0,35,15,13,53,29,1017.8,1013.9,15.5,23,No
8.5,22.2,0,30,13,13,61,39,1020.8,1018.9,15.5,20.7,Yes
7.3,22.6,2.2,28,6,7,87,35,1025.2,1021.5,10.7,22.2,No
19.2,31.1,0,35,24,17,32,24,1010.7,1006.9,22.4,30.3,No
20.1,29.9,0,52,30,26,23,12,1016.6,1011.5,24.1,28.8,No
7.2,14.2,2.4,33,7,17,92,78,1024.4,1024,12,12.4,No
6.5,14.1,0,19,0,11,64,63,1028.8,1026,11.7,12.9,No
17,25.4,13,46,9,26,80,55,1021.8,1018.2,19.2,25.4,No
4.6,28.9,0,54,2,26,58,18,1015.9,1011.9,14.1,27.2,No
16.3,21.7,7.6,41,11,19,82,37,1010.4,1006.2,18.4,20,No
14,28.6,0,46,13,15,43,13,1016.2,1013.3,17.7,28.2,No
4.8,19,0,28,7,19,67,63,1024.2,1020.3,14.9,18.4,No
11.9,24.5,0,35,15,20,41,48,1008.3,1004.2,21,23.4,No
8.2,13.4,1,17,11,7,100,76,1026.1,1026.8,8.8,12.2,No
12.5,32.2,0,30,17,19,48,19,1025.3,1021,17.9,30.3,No
11.6,26.9,0,19,6,4,100,50,1018.3,1014.2,13.6,25.7,No
2.5,13.1,0,24,7,15,88,53,1015.6,1013.1,6.4,12.5,No
6.4,24.7,0,33,0,19,66,37,1021.6,1017.4,15.2,23.3,No
10.2,17.9,0,54,22,26,66,71,1027.6,1025,14.8,16.9,No
11.4,24,4.2,33,15,15,51,31,1020,1017,17.3,23,No
17.6,25.3,0,31,15,19,61,65,1017.1,1016.4,23.9,23.3,No
8.2,15.5,3.6,72,17,35,47,38,1008,1008.3,12.3,14.1,No
12.6,41.2,0,46,6,9,77,19,1013.1,1009.6,22.1,40.2,No
20.4,29,0,39,15,28,74,71,1013.6,1011.7,24.6,28,No
22.8,30.9,102.2,43,13,28,80,62,1012.3,1008.6,26.1,30.7,Yes
11,15.7,3.8,22,6,13,94,61,1026.4,1025,12.2,15.2,No
6.9,21.9,0,33,11,17,74,37,1028.1,1024.9,11.8,19.7,No
12.7,23.4,0.2,41,7,22,73,43,1013.7,1009.4,19.9,23,Yes
-0.7,19.7,0,35,6,17,33,20,1024.5,1021.6,8.8,18.8,No
26.4,36,0,43,17,28,69,50,1012.3,1007.2,30.3,33.6,No
22.6,37.8,0,65,4,31,38,61,1007.9,1006.9,32.2,27,Yes
11.5,16.6,1,72,39,41,79,62,1011.9,1015.2,13.3,15.4,No
9.2,27.2,0,30,2,15,67,35,1020.6,1016.9,15.4,25.8,No
23.1,32.9,0,35,9,19,70,57,1015.6,1012.2,28.6,31.3,No
10.6,20,0,39,13,20,56,57,1027.9,1024,17.2,19.4,No
9.2,20.1,0,37,19,19,54,44,1024.9,1023.5,15.6,19.8,No
0,20.9,0,35,6,17,82,26,1020.9,1015.6,7.5,20.9,No
3.2,18.9,0,20,7,9,74,48,1024,1019.7,10.6,18.2,No
11.7,30.4,0,43,6,24,58,46,1015.3,1012.2,22.3,26.3,No
14,27.5,0,54,11,20,90,46,1014.7,1010.6,16.5,25.3,No
11.1,19,2.8,30,11,13,56,54,1020,1019.2,14.9,17.5,No
3.2,15.9,0,17,0,9,75,33,1029.5,1027,7.8,15,No
1.7,14,0.2,39,17,24,78,47,1029.1,1027.1,5.3,13.2,No
14,30.2,0,39,11,13,52,20,1014.7,1010.2,20.3,29.9,No
9.1,21.4,0,44,26,15,48,75,1019.1,1016.8,15.2,15.8,No
14.5,21.7,26.6,48,31,28,74,50,1013.7,1015.9,15.6,20.1,No
11.6,23.3,0,41,17,15,51,34,1017.8,1014.6,16.6,22.4,No
3.9,14.3,0,48,19,22,86,65,1018.8,1015.7,5.6,12.4,Yes
22.1,29.7,0.4,48,7,35,62,60,1013.9,1008.2,27,27.9,No
14.8,37.4,0,48,15,30,42,13,1010.6,1006,24,36.3,No
9.3,24.1,0.2,48,30,30,53,46,1024,1020.3,17,23.4,No
17.5,21.4,3,48,28,24,78,65,1014.5,1011.8,19.8,20.9,No
-5.7,12.5,0,17,7,2,80,37,1032.4,1029.7,0.4,12.3,No
19.6,30.6,0,35,15,15,54,47,1013.8,1009.5,23,29,No
5,19.5,0.2,26,9,7,87,38,1029.7,1026.9,9.7,19.3,No
14.6,20,0,52,13,22,60,54,1009.5,1012.8,17,16.5,No
6.4,12,2.4,20,7,17,93,80,1028.5,1026.4,8.3,11.5,No
8.3,16.4,0.6,28,7,17,89,72,1019.6,1018.6,12.6,15.4,No
14.1,28.9,0,31,7,13,63,46,1019.5,1014.2,19.9,27.9,No
5.6,14.5,1.8,50,28,33,87,78,1016,1011.8,8.2,12.3,Yes
13.5,30.9,0,31,6,19,66,28,1021,1017,18.7,29.5,No
15.9,22.8,3.4,37,11,15,83,71,1012.4,1011.7,18.5,20.7,Yes
19.8,24.9,1.2,33,24,20,78,67,1008.1,1009.5,22.7,24.4,No
18.5,31,0,26,7,15,60,56,1013.9,1012.6,25.3,27.2,No
4.8,12.3,2.4,37,19,15,86,84,1027.7,1027.3,7.6,9.5,Yes
7,14.4,0.2,28,15,13,92,69,1027.7,1025.8,9.3,13,No
6.6,22.8,0,35,13,22,58,36,1020.8,1018.9,15.5,21.5,No
15,27.4,0.2,39,19,17,64,42,1015.6,1013.2,20.8,26.6,No
9.2,19.3,0,63,31,37,37,21,1016.7,1013.8,13.1,17,No
0.4,11.8,0,48,9,35,86,54,1020.8,1017.6,5.6,11.3,No
10.6,20.2,0,59,33,35,51,46,1025.1,1024.4,15,18.3,No
11.1,14.2,0.2,56,31,30,62,73,1031.3,1029.3,12.9,13.1,No
15.9,21.8,1.2,50,24,19,82,84,1014.1,1011.8,16.8,18.2,Yes
15.4,25.2,0,22,0,9,97,62,1016.2,1014,15.9,23.4,Yes
5.1,22.8,0,30,6,17,54,30,1020.2,1016.7,16,21.7,No
24.2,31,27.2,35,13,6,82,99,1007.4,1006.1,29,24.3,Yes
9.5,25.9,0,46,20,28,59,27,1019.8,1017.9,13.6,24.3,No
20.5,26.4,0,57,15,33,63,69,1016.9,1014.8,24.8,25.1,No
8,29.2,0,41,6,9,63,23,1020.6,1016.7,14.2,27.1,No
18.7,36.1,0,44,24,28,36,13,1016.5,1012.1,23.4,33.8,No
24.3,31.4,1.8,44,17,31,75,68,1013.3,1009.4,28.3,28.8,Yes
14.3,34,0,70,6,22,48,10,1013,1009.2,20.7,33.4,No
15.8,22.8,0.6,43,20,26,70,67,1021.6,1019.1,20.8,21.2,No
-1.1,16.6,0,26,7,17,66,30,1024,1019.9,7.2,16.2,No
10.5,26.3,0,65,20,26,36,23,1005,1003.4,23.2,25.4,No
4.2,18.2,0,43,7,26,85,51,1008.5,1007.9,13.2,17.5,No
-2.2,15.3,0,39,9,13,71,50,1013.9,1012.5,7.7,14.2,No
9.9,13.4,16.4,28,6,13,99,81,1014.5,1015.1,10.9,12.3,No
12.7,30.5,0,43,28,19,29,15,1014.5,1009.4,21.4,29,No
13.9,28.3,0,31,9,17,60,29,1022.9,1019.3,17.1,27.6,No
7.4,17.6,0.6,28,9,7,86,53,1031.4,1027.9,11,16.9,No
12.5,27,0,33,6,19,65,32,1019,1016,18.8,26.7,No
11.2,19.1,0,50,13,28,93,66,1013.5,1013.5,14.3,17.6,Yes
14.2,21.4,0,30,6,24,76,68,1031.2,1027.8,15.9,20.2,No
11.8,19.6,0.2,69,30,35,68,32,1001.7,1001.2,14,18.6,Yes
10.4,12.9,12.2,46,20,20,99,70,1024.4,1023.8,10.5,12.7,Yes
10.6,24,0,39,13,24,71,75,1017.2,1015.2,19,20.9,No
7.6,22.1,0,33,11,13,69,38,1025.9,1022.4,12.3,21.5,No
11.7,30.2,0,33,15,20,70,35,1017.8,1014.2,19,29.3,No
13.2,29.1,0,39,9,19,59,26,1010.6,1009.8,20.1,28,No
3.2,14,0,54,17,33,93,46,1019.7,1016.9,6.5,12.8,No
7.3,19.6,0.8,26,15,13,99,67,1022,1021.5,15.4,18.4,No
5.9,12.1,0.2,48,22,24,77,45,1013.4,1009.7,8.1,10,No
8.3,29.2,0,22,4,13,63,44,1024.5,1019.9,16,27.9,No
5,24.2,0,46,0,15,82,38,1025,1019.2,11.4,22.7,Yes
15.3,21.4,0,33,20,7,31,56,1014.2,1011.3,17.6,18.7,Yes
10.5,30.5,0,56,19,22,13,4,1019,1013.1,20.6,29.2,No
1.9,14.2,0,24,0,11,100,54,1018.4,1015.8,3.6,13.3,No
5.3,20.6,0,44,22,13,60,57,1009.3,1002.9,15.2,17.3,Yes
10.9,21.9,0,46,30,26,62,51,1021.2,1020.7,14.3,21,No
11.8,24.6,0,56,11,17,55,37,1020.4,1015.7,16.7,24.5,No
6.5,17.8,0,46,13,28,56,41,1018.6,1013.7,13.2,17.2,No
11.7,28.5,0,39,2,20,79,36,1005.1,999.8,16.6,26.9,No
22.4,28.9,0,33,9,26,66,55,1016.8,1014.9,25.8,27.5,No
-0.2,16,0,19,2,11,91,42,1022.3,1019.3,5.5,15.5,No
13,18.8,15.4,74,20,41,90,72,1001.6,1008,15.4,16.9,No
25.2,37,0,41,19,28,64,51,1012.7,1007.5,29.6,33,No
11.5,20.3,0,56,19,30,51,31,1018.2,1015.4,15.1,19.8,No
12.6,25.7,7.8,35,2,9,84,40,1012.5,1010.6,17.5,24.5,Yes
13.3,16.5,23.6,52,30,19,89,93,1025,1024.4,14.2,14,Yes
12.3,17.5,20,22,11,7,98,88,1018.3,1014.2,15.1,17.4,Yes
3.1,24.5,0,33,2,6,42,19,1024.2,1020.4,12,24.2,No
8.8,17.2,0,70,20,28,43,33,1004.7,996.2,11.6,17.1,Yes
9.7,16.5,13.2,52,31,30,70,44,1014.5,1016,11.3,16.1,No
0.9,10.2,6.4,31,13,15,100,94,1017,1016.3,4.9,9.4,Yes
15.3,24.4,0,31,11,17,94,66,1007,1003.5,19.1,23.6,No
21.9,33.4,0,39,9,26,64,31,1013.9,1010.1,28.1,32.4,No
5.3,18.4,0,22,13,7,93,49,1030.9,1027.7,9,17.2,No
13.2,20.1,29.2,39,2,6,91,82,1016.1,1011.9,15.2,17.8,Yes
5.3,22.2,0,35,6,26,86,42,1023.2,1021.7,13.7,21.4,No
23,30.5,0,39,17,33,55,63,1017.2,1013.7,27.6,27.2,No
14,25.1,0,52,11,35,54,56,1018.7,1013.1,19.9,21.9,No
13.6,28.3,0,31,17,17,59,22,1019,1016.6,18.5,27.8,No
14.9,25.9,0,61,6,30,47,20,1011.8,1005.1,18.4,24.3,No
16.7,32.9,0,76,4,6,25,15,1015.9,1012.4,23.2,30.9,No
14.8,21.3,0.2,39,15,20,90,50,1007.2,1008.4,16.5,18.9,Yes
16.5,30.5,0,59,30,26,29,15,1017.9,1012.7,22.9,29.9,No
19.7,28.7,1.6,31,7,13,63,59,1013.6,1012.2,24.7,26.3,No
6.4,21.2,0,41,9,22,76,41,1020.8,1015.1,11.9,21.1,No
9.4,27.9,0,35,17,15,42,13,1018.7,1016.2,16.3,26.2,No
14.7,23.5,0,28,9,11,51,57,1019,1016.7,19.1,18.9,No
3.6,19.5,0,28,0,9,100,46,1020.7,1018.6,10.8,18.6,No
4.2,15.1,0,33,7,13,70,52,1030.2,1028.9,9.4,14.4,No
16.3,28.8,0,24,0,11,57,28,1019.9,1017.7,19,28.2,No
21.6,31.7,7.8,72,6,13,93,66,1008.4,1006.7,24,30.3,No
5.3,26.8,0,28,7,13,33,14,1019.3,1014.6,18.3,25.7,No
8.7,20.7,0,46,28,13,61,37,1022.9,1019.6,12.9,20.1,No
7.5,28.6,0,48,4,17,55,64,1015,1010.9,19.3,21,No
12.1,25.8,0.2,50,13,17,36,32,1016.7,1013.7,18.1,23.7,No
25,31.2,1,37,15,28,84,70,1013.8,1011.4,27.2,30.1,No
2.9,12.5,0.2,13,0,0,100,61,1026.8,1024.2,4.5,12.4,No
16.6,23.1,10.4,20,7,13,75,77,1017.7,1014.6,21.7,22.1,No
15.5,39.6,0,56,9,9,45,12,1016,1012.4,25.6,38.2,No
12.1,18.6,0,30,2,17,67,46,1021.9,1020.6,15.6,18.2,No
5,16,0,35,13,17,78,66,1024.9,1023.6,12.2,14.3,No
-0.1,17.1,0,37,2,24,85,82,1020.7,1017.6,6.3,12.8,Yes
8.7,28.5,0,39,17,24,54,21,1020.2,1017.1,18.4,28.2,No
24.5,32.2,0,35,2,11,52,39,1011.3,1011.6,26.7,30.4,No
1.7,16.6,0,22,6,6,85,43,1032.9,1030.7,7.8,15,No
6.9,18,0,24,7,0,99,53,1018.7,1015.1,9.7,16.6,No
0.7,14.4,0.2,15,9,2,99,69,1027.9,1024.8,4.8,14,No
21.8,38.8,0,44,24,20,9,8,1010.3,1006.8,31.5,37.4,No
17.2,24.9,3.6,33,13,7,91,68,1013.3,1012.9,18.1,23.5,No
10.6,27.3,0,37,15,17,57,22,1017.2,1013.8,14.9,24.6,No
20.9,26.1,0.2,37,15,22,80,57,1017.8,1016.3,21.5,24.3,No
13.7,30.3,0,37,15,28,54,39,1021.3,1017.7,23.6,28.6,No
11.3,26.4,0,31,7,11,96,45,1023.9,1021,15,25.8,No
20.6,32.3,0,37,11,22,63,58,1011.1,1007.3,28.8,31.7,Yes
15.4,29.1,0,43,6,20,63,63,1015.4,1014.5,23.2,23.2,No
9.3,16.1,0,50,7,11,68,60,1012.7,1012.8,10.9,10.7,No
